	Score_Control	miRsControl	DEmiRNAcontrolPercentage	Score_Case	miRsCase	DEmiRNAcasePercentage	TS_Genes	TSgenesPercentage	Module
DE in both: 	5.057	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	3.057	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-519d-3p is not DE	25.00	TGFBR2	66.67	['3', 'hsa-miR-101-3p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'CLIC4', 'PPP1R15B', 'TGFBR2']
DE in both: 	5.057	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE	50.00	3.057	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE	25.00	TGFBR2	66.67	['3', 'hsa-miR-101-3p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-526b-3p', 'CLIC4', 'PPP1R15B', 'TGFBR2']
DE in both: 	5.057	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	3.057	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is not DE	25.00	TGFBR2	66.67	['3', 'hsa-miR-101-3p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-519b-3p', 'CLIC4', 'PPP1R15B', 'TGFBR2']
DE in both: 	3.858	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-519c-3p is not DE	25.00	3.858	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-519c-3p is not DE	25.00	FZD6,TGFBR2	40.00	['5', 'hsa-miR-101-3p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-130b-3p', 'FZD6', 'CLIC4', 'PPP1R15B', 'DICER1', 'TGFBR2']
DE in both: 	3.057	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-519c-3p is not DE, hsa-miR-526b-3p is not DE	25.00	3.057	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-519c-3p is not DE, hsa-miR-526b-3p is not DE	25.00	TGFBR2	40.00	['3', 'hsa-miR-101-3p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-526b-3p', 'CLIC4', 'PPP1R15B', 'TGFBR2']
DE in both: 	3.858	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	25.00	3.858	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	25.00	FZD6,TGFBR2	40.00	['5', 'hsa-miR-101-3p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-519b-3p', 'FZD6', 'CLIC4', 'PPP1R15B', 'DICER1', 'TGFBR2']
DE in both: 	3.057	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-526b-3p is not DE	25.00	3.057	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-526b-3p is not DE	25.00	TGFBR2	40.00	['3', 'hsa-miR-101-3p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'hsa-miR-526b-3p', 'CLIC4', 'PPP1R15B', 'TGFBR2']
DE in both: 	3.858	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-519b-3p is not DE	25.00	3.858	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-519b-3p is not DE	25.00	FZD6,TGFBR2	40.00	['5', 'hsa-miR-101-3p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'hsa-miR-519b-3p', 'FZD6', 'CLIC4', 'PPP1R15B', 'DICER1', 'TGFBR2']
DE in both: 	3.057	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-526b-3p is not DE	25.00	3.057	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-526b-3p is not DE	25.00	TGFBR2	40.00	['3', 'hsa-miR-101-3p', 'hsa-miR-130a-3p', 'hsa-miR-526b-3p', 'hsa-miR-519b-3p', 'CLIC4', 'PPP1R15B', 'TGFBR2']
DE in both: 	4.929	hsa-miR-1-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	2.929	hsa-miR-1-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is not DE	25.00	ADAR	40.00	['5', 'hsa-miR-1-3p', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-519c-3p', 'NFAT5', 'ADAR', 'NETO2', 'LASP1', 'BRI3BP']
DE in both: 	6.250	hsa-miR-1-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE	50.00	4.250	hsa-miR-1-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE	25.00	ADAR,CCND1,YWHAZ	37.50	['8', 'hsa-miR-1-3p', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-526b-3p', 'NFAT5', 'YWHAZ', 'ADAR', 'NETO2', 'LASP1', 'ZNF264', 'BRI3BP', 'CCND1']
DE in both: 	4.929	hsa-miR-1-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	2.929	hsa-miR-1-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is not DE	25.00	ADAR	37.50	['5', 'hsa-miR-1-3p', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-519b-3p', 'NFAT5', 'ADAR', 'NETO2', 'LASP1', 'BRI3BP']
DE in both: 	5.057	hsa-miR-1-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-362-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	3.057	hsa-miR-1-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-362-3p is not DE, hsa-miR-519d-3p is not DE	25.00	CRK	37.50	['3', 'hsa-miR-1-3p', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-362-3p', 'NFAT5', 'CRK', 'BRI3BP']
DE in both: 	2.929	hsa-miR-1-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-526b-3p is not DE	25.00	2.929	hsa-miR-1-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-526b-3p is not DE	25.00	ADAR	37.50	['5', 'hsa-miR-1-3p', 'hsa-miR-20b-5p', 'hsa-miR-519c-3p', 'hsa-miR-526b-3p', 'NFAT5', 'ADAR', 'NETO2', 'LASP1', 'BRI3BP']
DE in both: 	2.929	hsa-miR-1-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	25.00	2.929	hsa-miR-1-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	25.00	ADAR	37.50	['5', 'hsa-miR-1-3p', 'hsa-miR-20b-5p', 'hsa-miR-519c-3p', 'hsa-miR-519b-3p', 'NFAT5', 'ADAR', 'NETO2', 'LASP1', 'BRI3BP']
DE in both: 	2.929	hsa-miR-1-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-526b-3p is not DE	25.00	2.929	hsa-miR-1-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-526b-3p is not DE	25.00	ADAR	37.50	['5', 'hsa-miR-1-3p', 'hsa-miR-20b-5p', 'hsa-miR-526b-3p', 'hsa-miR-519b-3p', 'NFAT5', 'ADAR', 'NETO2', 'LASP1', 'BRI3BP']
DE in both: 	4.929	hsa-miR-1-3p is UP, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE	50.00	2.929	hsa-miR-1-3p is DOWN, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE	25.00	ADAR	37.50	['5', 'hsa-miR-1-3p', 'hsa-miR-519d-3p', 'hsa-miR-519c-3p', 'hsa-miR-526b-3p', 'NFAT5', 'ADAR', 'NETO2', 'LASP1', 'BRI3BP']
DE in both: 	4.929	hsa-miR-1-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	2.929	hsa-miR-1-3p is DOWN, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is not DE	25.00	ADAR	37.50	['5', 'hsa-miR-1-3p', 'hsa-miR-519d-3p', 'hsa-miR-519c-3p', 'hsa-miR-519b-3p', 'NFAT5', 'ADAR', 'NETO2', 'LASP1', 'BRI3BP']
DE in both: 	4.929	hsa-miR-1-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE	50.00	2.929	hsa-miR-1-3p is DOWN, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE	25.00	ADAR	37.50	['5', 'hsa-miR-1-3p', 'hsa-miR-519d-3p', 'hsa-miR-526b-3p', 'hsa-miR-519b-3p', 'NFAT5', 'ADAR', 'NETO2', 'LASP1', 'BRI3BP']
DE in both: 	2.929	hsa-miR-1-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-526b-3p is not DE	25.00	2.929	hsa-miR-1-3p is DOWN, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-526b-3p is not DE	25.00	ADAR	37.50	['5', 'hsa-miR-1-3p', 'hsa-miR-519c-3p', 'hsa-miR-526b-3p', 'hsa-miR-519b-3p', 'NFAT5', 'ADAR', 'NETO2', 'LASP1', 'BRI3BP']
DE in both: 	3.000	hsa-miR-1-3p is UP, hsa-miR-25-3p is not DE, hsa-miR-363-3p is not DE, hsa-miR-92b-3p is not DE	25.00	3.000	hsa-miR-1-3p is DOWN, hsa-miR-25-3p is not DE, hsa-miR-363-3p is not DE, hsa-miR-92b-3p is not DE	25.00	TWF1	37.50	['4', 'hsa-miR-1-3p', 'hsa-miR-25-3p', 'hsa-miR-92b-3p', 'hsa-miR-363-3p', 'ANP32E', 'H3F3C', 'TWF1', 'H3F3B']
DE in both: 	4.802	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-372-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	2.802	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-372-3p is not DE, hsa-miR-519d-3p is not DE	25.00	TGFBR2	50.00	['7', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-372-3p', 'hsa-miR-130a-3p', 'ZNF12', 'ZFYVE26', 'TNFRSF10B', 'CAPRIN2', 'NFIB', 'TXNIP', 'TGFBR2']
DE in both: 	6.113	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-224-5p is not DE, hsa-miR-519d-3p is DOWN	50.00	4.113	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-224-5p is not DE, hsa-miR-519d-3p is not DE	25.00	QKI,SMAD4	66.67	['3', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-224-5p', 'hsa-miR-130a-3p', 'QKI', 'TXNIP', 'SMAD4']
DE in both: 	5.000	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-34c-5p is not DE, hsa-miR-519d-3p is DOWN	50.00	3.000	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-34c-5p is not DE, hsa-miR-519d-3p is not DE	25.00	CNOT4	50.00	['4', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-34c-5p', 'hsa-miR-130a-3p', 'RRAGD', 'ARHGAP1', 'CNOT4', 'TXNIP']
DE in both: 	6.352	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	4.352	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is not DE	25.00	ARHGAP12,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.95	['41', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'NIPA1', 'RAN', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	4.802	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-373-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	2.802	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-373-3p is not DE, hsa-miR-519d-3p is not DE	25.00	TGFBR2	21.95	['7', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-373-3p', 'ZNF12', 'ZFYVE26', 'TNFRSF10B', 'CAPRIN2', 'NFIB', 'TXNIP', 'TGFBR2']
DE in both: 	5.000	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-520h is not DE	50.00	3.000	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-520h is not DE	25.00	LDLR	21.95	['4', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-520h', 'FOXQ1', 'WASL', 'PTPN4', 'LDLR']
DE in both: 	5.000	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-449a is not DE, hsa-miR-519d-3p is DOWN	50.00	3.000	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-449a is not DE, hsa-miR-519d-3p is not DE	25.00	CNOT4	21.95	['4', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-449a', 'RRAGD', 'ARHGAP1', 'CNOT4', 'TXNIP']
DE in both: 	6.364	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN	50.00	4.364	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE	25.00	ARHGAP12,C16orf70,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.28	['47', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'CEP170', 'NIPA1', 'RAN', 'ZNF12', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'ZFYVE26', 'TNFRSF10B', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'C16orf70', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'TXNIP', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	5.057	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-25-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-25-3p is not DE, hsa-miR-519d-3p is not DE	25.00	CNOT4	21.28	['3', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-25-3p', 'WASL', 'CNOT4', 'SOX4']
DE in both: 	5.057	hsa-miR-130a-3p is UP, hsa-miR-148b-3p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN	50.00	5.057	hsa-miR-130a-3p is UP, hsa-miR-148b-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE	50.00	CNOT4	21.28	['3', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-148b-3p', 'ZFYVE26', 'CNOT4', 'TXNIP']
DE in both: 	6.929	hsa-miR-130a-3p is UP, hsa-miR-142-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN	75.00	2.929	hsa-miR-130a-3p is UP, hsa-miR-142-3p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE	25.00	C16orf70	21.28	['5', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-142-3p', 'WASL', 'CLIC4', 'KIAA1191', 'C16orf70', 'PPP1R15B']
DE in both: 	5.057	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-92b-3p is not DE	50.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-92b-3p is not DE	25.00	CNOT4	21.28	['3', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-92b-3p', 'WASL', 'CNOT4', 'SOX4']
DE in both: 	5.057	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-363-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-363-3p is not DE, hsa-miR-519d-3p is not DE	25.00	CNOT4	21.28	['3', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-363-3p', 'WASL', 'CNOT4', 'SOX4']
DE in both: 	5.500	hsa-miR-130a-3p is UP, hsa-miR-142-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN	50.00	3.500	hsa-miR-130a-3p is UP, hsa-miR-142-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE	25.00	HSPA8,TGFBR2	25.00	['8', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-142-5p', 'RPF2', 'LZIC', 'MAPK1', 'ZFYVE26', 'HSPA8', 'CAPRIN2', 'PTPN4', 'TGFBR2']
DE in both: 	6.364	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE	50.00	4.364	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE	25.00	ARHGAP12,C16orf70,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.28	['47', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-526b-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'CEP170', 'NIPA1', 'RAN', 'ZNF12', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'ZFYVE26', 'TNFRSF10B', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'C16orf70', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'TXNIP', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	6.352	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	4.352	hsa-miR-130a-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is not DE	25.00	ARHGAP12,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.95	['41', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-519b-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'NIPA1', 'RAN', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	5.057	hsa-miR-18a-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	3.057	hsa-miR-18a-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is not DE	25.00	CCDC71L	50.00	['3', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-519c-3p', 'hsa-miR-18a-3p', 'CCDC71L', 'ANKRD33B', 'PTPN4']
DE in both: 	3.723	hsa-miR-20b-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-539-5p is not DE	25.00	3.723	hsa-miR-20b-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-539-5p is UP	25.00	CCDC71L,LDLR	33.33	['6', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-519c-3p', 'hsa-miR-539-5p', 'PCLAF', 'CCDC71L', 'LAMTOR1', 'NUFIP2', 'ENPP5', 'LDLR']
DE in both: 	6.113	hsa-miR-20b-5p is not DE, hsa-miR-4428 is UP, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	4.113	hsa-miR-20b-5p is not DE, hsa-miR-4428 is UP, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is not DE	25.00	LDLR,MIDN	66.67	['3', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-519c-3p', 'hsa-miR-4428', 'MIDN', 'MAPRE3', 'LDLR']
DE in both: 	5.000	hsa-miR-10b-5p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE	50.00	3.000	hsa-miR-10b-5p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE	25.00	RORA	25.00	['4', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-10b-5p', 'hsa-miR-526b-3p', 'RORA', 'NR2C2', 'ANKRD33B', 'BCL2L11']
DE in both: 	3.057	hsa-miR-130b-3p is not DE, hsa-miR-148b-3p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN	25.00	3.057	hsa-miR-130b-3p is not DE, hsa-miR-148b-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE	25.00	CNOT4	50.00	['3', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130b-3p', 'hsa-miR-148b-3p', 'ZFYVE26', 'CNOT4', 'TXNIP']
DE in both: 	3.057	hsa-miR-148b-3p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE	25.00	3.057	hsa-miR-148b-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE	25.00	CNOT4	20.00	['3', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-148b-3p', 'hsa-miR-526b-3p', 'ZFYVE26', 'CNOT4', 'TXNIP']
DE in both: 	3.000	hsa-miR-20b-5p is not DE, hsa-miR-365a-3p is not DE, hsa-miR-365b-3p is not DE, hsa-miR-519d-3p is DOWN	25.00	3.000	hsa-miR-20b-5p is not DE, hsa-miR-365a-3p is not DE, hsa-miR-365b-3p is DOWN, hsa-miR-519d-3p is not DE	25.00	MYLIP	40.00	['4', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-365a-3p', 'hsa-miR-365b-3p', 'POLR1B', 'NUFIP2', 'BTF3L4', 'MYLIP']
DE in both: 	4.929	hsa-miR-18a-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-324-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	2.929	hsa-miR-18a-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-324-3p is not DE, hsa-miR-519d-3p is not DE	25.00	CCDC71L	18.18	['5', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-18a-3p', 'hsa-miR-324-3p', 'GTF2H2C', 'WDR53', 'RANGAP1', 'CCDC71L', 'PTPN4']
DE in both: 	4.802	hsa-miR-18a-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE	50.00	2.802	hsa-miR-18a-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE	25.00	CCDC71L	18.18	['7', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-18a-3p', 'hsa-miR-526b-3p', 'GTF2H2C', 'WDR53', 'RANGAP1', 'CCDC71L', 'ANKRD33B', 'HMGB1', 'PTPN4']
