	Score_Control	miRsControl	DEmiRNAcontrolPercentage	Score_Case	miRsCase	DEmiRNAcasePercentage	TS_Genes	TSgenesPercentage	Module
DE in both: 	4.250	hsa-miR-1-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-526b-3p is not DE	25.00	4.250	hsa-miR-1-3p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-526b-3p is not DE	25.00	ADAR,CCND1,YWHAZ	37.50	['8', 'hsa-miR-20a-5p', 'hsa-miR-1-3p', 'hsa-miR-20b-5p', 'hsa-miR-526b-3p', 'NFAT5', 'YWHAZ', 'ADAR', 'NETO2', 'LASP1', 'ZNF264', 'BRI3BP', 'CCND1']
DE in both: 	6.250	hsa-miR-1-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE	50.00	4.250	hsa-miR-1-3p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE	25.00	ADAR,CCND1,YWHAZ	37.50	['8', 'hsa-miR-20a-5p', 'hsa-miR-1-3p', 'hsa-miR-519d-3p', 'hsa-miR-526b-3p', 'NFAT5', 'YWHAZ', 'ADAR', 'NETO2', 'LASP1', 'ZNF264', 'BRI3BP', 'CCND1']
DE in both: 	6.364	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN	50.00	4.364	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE	25.00	ARHGAP12,C16orf70,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.28	['47', 'hsa-miR-20a-5p', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'CEP170', 'NIPA1', 'RAN', 'ZNF12', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'ZFYVE26', 'TNFRSF10B', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'C16orf70', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'TXNIP', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	3.409	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-539-5p is not DE	25.00	3.409	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-539-5p is UP	25.00	CCDC71L,LDLR	23.36	['9', 'hsa-miR-20a-5p', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-539-5p', 'ZMYM1', 'PCLAF', 'CCDC71L', 'GLO1', 'LAMTOR1', 'NUFIP2', 'ENPP5', 'LDLR', 'SOD2']
DE in both: 	6.786	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-4428 is UP, hsa-miR-519d-3p is DOWN	50.00	4.786	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-4428 is UP, hsa-miR-519d-3p is not DE	25.00	LDLR,MECP2,MIDN	60.00	['5', 'hsa-miR-20a-5p', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-4428', 'WAC', 'MIDN', 'MAPRE3', 'LDLR', 'MECP2']
DE in both: 	5.723	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-6739-5p is UP	50.00	3.723	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-6739-5p is DOWN	25.00	ACVR1B,CCND1	23.08	['6', 'hsa-miR-20a-5p', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-6739-5p', 'MINK1', 'ACVR1B', 'WAC', 'ZBTB33', 'LASP1', 'CCND1']
DE in both: 	4.000	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-3910 is not DE, hsa-miR-519d-3p is DOWN	25.00	4.000	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-3910 is UP, hsa-miR-519d-3p is not DE	25.00	EFCAB14,MYLIP	46.15	['4', 'hsa-miR-20a-5p', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'hsa-miR-3910', 'EFCAB14', 'ICMT', 'ARHGAP1', 'MYLIP']
DE in both: 	3.858	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-6739-5p is UP	25.00	3.858	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-6739-5p is DOWN	25.00	ACVR1B,CCND1	23.08	['5', 'hsa-miR-20a-5p', 'hsa-miR-20b-5p', 'hsa-miR-526b-3p', 'hsa-miR-6739-5p', 'ACVR1B', 'WAC', 'ZBTB33', 'LASP1', 'CCND1']
DE in both: 	6.113	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-224-5p is not DE, hsa-miR-519d-3p is DOWN	50.00	4.113	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-224-5p is not DE, hsa-miR-519d-3p is not DE	25.00	QKI,SMAD4	23.08	['3', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-224-5p', 'hsa-miR-130a-3p', 'QKI', 'TXNIP', 'SMAD4']
DE in both: 	6.352	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	4.352	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is not DE	25.00	ARHGAP12,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.95	['41', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'NIPA1', 'RAN', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	6.364	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is DOWN	50.00	4.364	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is not DE	25.00	ARHGAP12,C16orf70,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.28	['47', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'CEP170', 'NIPA1', 'RAN', 'ZNF12', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'ZFYVE26', 'TNFRSF10B', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'C16orf70', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'TXNIP', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	5.500	hsa-miR-130a-3p is UP, hsa-miR-142-5p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is DOWN	50.00	3.500	hsa-miR-130a-3p is UP, hsa-miR-142-5p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is not DE	25.00	HSPA8,TGFBR2	21.28	['8', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-142-5p', 'RPF2', 'LZIC', 'MAPK1', 'ZFYVE26', 'HSPA8', 'CAPRIN2', 'PTPN4', 'TGFBR2']
DE in both: 	6.364	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE	50.00	4.364	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE	25.00	ARHGAP12,C16orf70,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.28	['47', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-526b-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'CEP170', 'NIPA1', 'RAN', 'ZNF12', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'ZFYVE26', 'TNFRSF10B', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'C16orf70', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'TXNIP', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	6.352	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	4.352	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is not DE	25.00	ARHGAP12,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.95	['41', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'hsa-miR-519b-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'NIPA1', 'RAN', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	3.723	hsa-miR-20a-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-539-5p is not DE	25.00	3.723	hsa-miR-20a-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-539-5p is UP	25.00	CCDC71L,LDLR	23.36	['6', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-519c-3p', 'hsa-miR-539-5p', 'PCLAF', 'CCDC71L', 'LAMTOR1', 'NUFIP2', 'ENPP5', 'LDLR']
DE in both: 	6.113	hsa-miR-20a-5p is not DE, hsa-miR-4428 is UP, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	4.113	hsa-miR-20a-5p is not DE, hsa-miR-4428 is UP, hsa-miR-519c-3p is not DE, hsa-miR-519d-3p is not DE	25.00	LDLR,MIDN	23.36	['3', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-519c-3p', 'hsa-miR-4428', 'MIDN', 'MAPRE3', 'LDLR']
DE in both: 	3.604	hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE, hsa-miR-539-5p is not DE	25.00	3.604	hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-539-5p is UP	25.00	CCDC71L,LDLR	21.90	['7', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-526b-3p', 'hsa-miR-539-5p', 'ZMYM1', 'PCLAF', 'CCDC71L', 'LAMTOR1', 'NUFIP2', 'ENPP5', 'LDLR']
DE in both: 	6.000	hsa-miR-20a-5p is not DE, hsa-miR-4428 is UP, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE	50.00	4.000	hsa-miR-20a-5p is not DE, hsa-miR-4428 is UP, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE	25.00	LDLR,MIDN	50.00	['4', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-526b-3p', 'hsa-miR-4428', 'WAC', 'MIDN', 'MAPRE3', 'LDLR']
DE in both: 	5.858	hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE, hsa-miR-6739-5p is UP	50.00	3.858	hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-6739-5p is DOWN	25.00	ACVR1B,CCND1	23.08	['5', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-526b-3p', 'hsa-miR-6739-5p', 'ACVR1B', 'WAC', 'ZBTB33', 'LASP1', 'CCND1']
DE in both: 	3.723	hsa-miR-20a-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-539-5p is not DE	25.00	3.723	hsa-miR-20a-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-539-5p is UP	25.00	CCDC71L,LDLR	23.08	['6', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-519b-3p', 'hsa-miR-539-5p', 'PCLAF', 'CCDC71L', 'LAMTOR1', 'NUFIP2', 'ENPP5', 'LDLR']
DE in both: 	6.113	hsa-miR-20a-5p is not DE, hsa-miR-4428 is UP, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is DOWN	50.00	4.113	hsa-miR-20a-5p is not DE, hsa-miR-4428 is UP, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is not DE	25.00	LDLR,MIDN	23.08	['3', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-519b-3p', 'hsa-miR-4428', 'MIDN', 'MAPRE3', 'LDLR']
DE in both: 	3.042	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-148a-3p is not DE, hsa-miR-148b-3p is not DE	25.00	5.042	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-148a-3p is not DE, hsa-miR-148b-3p is UP	50.00	CNOT4,EOGT	33.33	['15', 'hsa-miR-148a-3p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'hsa-miR-148b-3p', 'EOGT', 'PPP6R1', 'CCNA2', 'GPRC5A', 'SIK1', 'MLEC', 'ZFYVE26', 'CEP55', 'SLC38A2', 'CNOT4', 'SECISBP2L', 'BTBD3', 'STARD13', 'TXNIP', 'DICER1']
DE in both: 	6.113	hsa-miR-130a-3p is UP, hsa-miR-34b-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-93-5p is not DE	50.00	4.113	hsa-miR-130a-3p is UP, hsa-miR-34b-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4,TGFBR2	66.67	['3', 'hsa-miR-93-5p', 'hsa-miR-34b-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'ARHGAP1', 'CNOT4', 'TGFBR2']
DE in both: 	5.858	hsa-miR-130a-3p is UP, hsa-miR-34a-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-93-5p is not DE	50.00	3.858	hsa-miR-130a-3p is UP, hsa-miR-34a-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4,SMAD4	57.14	['5', 'hsa-miR-93-5p', 'hsa-miR-34a-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'RRAGD', 'ARHGAP1', 'CNOT4', 'TXNIP', 'SMAD4']
DE in both: 	7.000	hsa-miR-130a-3p is UP, hsa-miR-26a-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-93-5p is not DE	50.00	5.000	hsa-miR-130a-3p is UP, hsa-miR-26a-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-93-5p is not DE	25.00	C16orf70,HSPA8,SMAD4	75.00	['4', 'hsa-miR-93-5p', 'hsa-miR-26a-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'HSPA8', 'C16orf70', 'SMAD4', 'NABP1']
DE in both: 	4.818	hsa-miR-1-3p is UP, hsa-miR-17-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-93-5p is not DE	25.00	4.818	hsa-miR-1-3p is DOWN, hsa-miR-17-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-93-5p is not DE	25.00	ADAR,CCND1,CRK,YWHAZ	44.44	['9', 'hsa-miR-93-5p', 'hsa-miR-17-5p', 'hsa-miR-1-3p', 'hsa-miR-20b-5p', 'NFAT5', 'YWHAZ', 'CRK', 'ADAR', 'NETO2', 'LASP1', 'ZNF264', 'BRI3BP', 'CCND1']
DE in both: 	6.818	hsa-miR-1-3p is UP, hsa-miR-17-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-93-5p is not DE	50.00	4.818	hsa-miR-1-3p is DOWN, hsa-miR-17-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-93-5p is not DE	25.00	ADAR,CCND1,CRK,YWHAZ	44.44	['9', 'hsa-miR-93-5p', 'hsa-miR-17-5p', 'hsa-miR-1-3p', 'hsa-miR-519d-3p', 'NFAT5', 'YWHAZ', 'CRK', 'ADAR', 'NETO2', 'LASP1', 'ZNF264', 'BRI3BP', 'CCND1']
DE in both: 	4.250	hsa-miR-1-3p is UP, hsa-miR-17-5p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	4.250	hsa-miR-1-3p is DOWN, hsa-miR-17-5p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	ADAR,CCND1,YWHAZ	37.50	['8', 'hsa-miR-93-5p', 'hsa-miR-17-5p', 'hsa-miR-1-3p', 'hsa-miR-526b-3p', 'NFAT5', 'YWHAZ', 'ADAR', 'NETO2', 'LASP1', 'ZNF264', 'BRI3BP', 'CCND1']
DE in both: 	3.723	hsa-miR-17-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-6739-5p is UP, hsa-miR-93-5p is not DE	25.00	3.723	hsa-miR-17-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-6739-5p is DOWN, hsa-miR-93-5p is not DE	25.00	ACVR1B,CCND1	23.08	['6', 'hsa-miR-93-5p', 'hsa-miR-17-5p', 'hsa-miR-20b-5p', 'hsa-miR-6739-5p', 'MINK1', 'ACVR1B', 'WAC', 'ZBTB33', 'LASP1', 'CCND1']
DE in both: 	6.364	hsa-miR-130a-3p is UP, hsa-miR-17-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-93-5p is not DE	50.00	4.364	hsa-miR-130a-3p is UP, hsa-miR-17-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-93-5p is not DE	25.00	ARHGAP12,C16orf70,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.28	['47', 'hsa-miR-93-5p', 'hsa-miR-17-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'CEP170', 'NIPA1', 'RAN', 'ZNF12', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'ZFYVE26', 'TNFRSF10B', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'C16orf70', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'TXNIP', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	3.409	hsa-miR-17-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-539-5p is not DE, hsa-miR-93-5p is not DE	25.00	3.409	hsa-miR-17-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-539-5p is UP, hsa-miR-93-5p is not DE	25.00	CCDC71L,LDLR	23.36	['9', 'hsa-miR-93-5p', 'hsa-miR-17-5p', 'hsa-miR-519d-3p', 'hsa-miR-539-5p', 'ZMYM1', 'PCLAF', 'CCDC71L', 'GLO1', 'LAMTOR1', 'NUFIP2', 'ENPP5', 'LDLR', 'SOD2']
DE in both: 	6.786	hsa-miR-17-5p is not DE, hsa-miR-4428 is UP, hsa-miR-519d-3p is DOWN, hsa-miR-93-5p is not DE	50.00	4.786	hsa-miR-17-5p is not DE, hsa-miR-4428 is UP, hsa-miR-519d-3p is not DE, hsa-miR-93-5p is not DE	25.00	LDLR,MECP2,MIDN	60.00	['5', 'hsa-miR-93-5p', 'hsa-miR-17-5p', 'hsa-miR-519d-3p', 'hsa-miR-4428', 'WAC', 'MIDN', 'MAPRE3', 'LDLR', 'MECP2']
DE in both: 	5.723	hsa-miR-17-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-6739-5p is UP, hsa-miR-93-5p is not DE	50.00	3.723	hsa-miR-17-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-6739-5p is DOWN, hsa-miR-93-5p is not DE	25.00	ACVR1B,CCND1	23.08	['6', 'hsa-miR-93-5p', 'hsa-miR-17-5p', 'hsa-miR-519d-3p', 'hsa-miR-6739-5p', 'MINK1', 'ACVR1B', 'WAC', 'ZBTB33', 'LASP1', 'CCND1']
DE in both: 	4.000	hsa-miR-17-5p is not DE, hsa-miR-3910 is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-93-5p is not DE	25.00	4.000	hsa-miR-17-5p is not DE, hsa-miR-3910 is UP, hsa-miR-519d-3p is not DE, hsa-miR-93-5p is not DE	25.00	EFCAB14,MYLIP	46.15	['4', 'hsa-miR-93-5p', 'hsa-miR-17-5p', 'hsa-miR-519d-3p', 'hsa-miR-3910', 'EFCAB14', 'ICMT', 'ARHGAP1', 'MYLIP']
DE in both: 	3.858	hsa-miR-17-5p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-6739-5p is UP, hsa-miR-93-5p is not DE	25.00	3.858	hsa-miR-17-5p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-6739-5p is DOWN, hsa-miR-93-5p is not DE	25.00	ACVR1B,CCND1	23.08	['5', 'hsa-miR-93-5p', 'hsa-miR-17-5p', 'hsa-miR-526b-3p', 'hsa-miR-6739-5p', 'ACVR1B', 'WAC', 'ZBTB33', 'LASP1', 'CCND1']
DE in both: 	6.113	hsa-miR-130a-3p is UP, hsa-miR-16-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-93-5p is not DE	50.00	4.113	hsa-miR-130a-3p is UP, hsa-miR-16-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-93-5p is not DE	25.00	ARHGAP12,HSPA8	36.36	['3', 'hsa-miR-93-5p', 'hsa-miR-16-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'HSPA8', 'MAP7', 'ARHGAP12']
DE in both: 	4.113	hsa-miR-1-3p is UP, hsa-miR-15b-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-93-5p is not DE	25.00	4.113	hsa-miR-1-3p is DOWN, hsa-miR-15b-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-93-5p is not DE	25.00	CCND1,CRK	36.36	['3', 'hsa-miR-93-5p', 'hsa-miR-15b-5p', 'hsa-miR-1-3p', 'hsa-miR-20b-5p', 'VEGFA', 'CRK', 'CCND1']
DE in both: 	6.818	hsa-miR-1-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-93-5p is not DE	50.00	4.818	hsa-miR-1-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-93-5p is not DE	25.00	ADAR,CCND1,CRK,YWHAZ	44.44	['9', 'hsa-miR-93-5p', 'hsa-miR-1-3p', 'hsa-miR-20b-5p', 'hsa-miR-519d-3p', 'NFAT5', 'YWHAZ', 'CRK', 'ADAR', 'NETO2', 'LASP1', 'ZNF264', 'BRI3BP', 'CCND1']
DE in both: 	4.250	hsa-miR-1-3p is UP, hsa-miR-20b-5p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	4.250	hsa-miR-1-3p is DOWN, hsa-miR-20b-5p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	ADAR,CCND1,YWHAZ	37.50	['8', 'hsa-miR-93-5p', 'hsa-miR-1-3p', 'hsa-miR-20b-5p', 'hsa-miR-526b-3p', 'NFAT5', 'YWHAZ', 'ADAR', 'NETO2', 'LASP1', 'ZNF264', 'BRI3BP', 'CCND1']
DE in both: 	6.250	hsa-miR-1-3p is UP, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	50.00	4.250	hsa-miR-1-3p is DOWN, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	ADAR,CCND1,YWHAZ	37.50	['8', 'hsa-miR-93-5p', 'hsa-miR-1-3p', 'hsa-miR-519d-3p', 'hsa-miR-526b-3p', 'NFAT5', 'YWHAZ', 'ADAR', 'NETO2', 'LASP1', 'ZNF264', 'BRI3BP', 'CCND1']
